userName,score,at,content
arinil Nain,1,2022-05-28 14:20:48,"Cukup 1 bintang aja ya di sebab kan terlalu banyak iklan nya, anak saya gak pokus belajar nya di sebabkan iklan mulu yang nongol... Saran saya kalau aplikasi buat anak anak gak usah terlalu banyak iklan nya dong...maaf saya uninstal lagi ya...."
Velisia Jpr,2,2022-05-23 12:12:33,"Aplikasinya sudah bagus,tapi tolong ditingkatkan lagi, soalnya itu-itu aja padahal pelajaran sekarang sudah beda sama pelajaran yang ada di situ.Terus juga kalau ada soal itu dikasih penjelasannya,jangan cuman kerjain aja."
Bambang Mulyadi,5,2022-05-21 14:14:36,"Aplikasi nya bagus banget buat belajar,terus juga ada sertifikat try out nya lagi,Cuman terlalu banyak iklannya,jadi mohon di hilangkan iklannya sedikit yaa,...buruan download aplikasinya bagus dan mendidik bagi para pelajar,...!!"
Sabil Muwahid,5,2022-05-20 03:16:25,"Aplikasinya bagus banget, sejak aku mulai makek aplikasi ini aku jadi tambah pinter sama semakin sering belajar makek aplikasi ini. Sama juga ada gemnya. pokoknya seru banget. Makasih ya atas aplikasinya dan tolong banget di kurangi iklannya"
Umi Khoiriyah,2,2022-05-12 16:19:51,"Aplikasi nya bagus sih,tapi tolong iklan nya jangan banyak banyak,mesti setiap lagi ngerjain soal muncul terus iklan. Nya,jadi gak bisa fokus tolong yh,soal nya besok ada ujian🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏"
Lela Wati,5,2022-05-11 00:42:41,"Aplikasi belajar ini kenapa terlalu banyak iklan? ×_× tapi aku kasih bintang 5 karena aku ikhlas.Tapi tolong iklannya gk terlalu banyak kaleee, semoga selalu sukses makasih ⛅😇😇😊😊😊😅🤗👍👍👍👍👍👍👍👍👍👍👍👍❤"
TRI WULANDARI,5,2022-05-08 00:47:20,"Game yang saya suka banget dan seru apalagi lansung bisa buat anak kelas 2 Sd kalo di tunjuk sama guru lansung bisa dan alhadulilah anak saya dapet juara satu MTK,BHS Indonesia,bahasa Jawa ,IPA,IPS,PAI,dan lain lain yang anak saya suka banget sama game yang sekarang anak saya sudah Kelas 3 SD makin semangat untuk belajar dan kalo ada tugas anak saya selalu dapat 100 saya dan keluagan sangat bahagiat Pokonyan anak saya suka sama game suka banget mulain sekarang harus dowlon aplikasin ini den"
Marsilah Marsini,5,2022-05-03 13:31:29,Aplikasi ini seru bisa mengasah otak agar nanti bisa belajar dengan baik di Buku pelajaran karna sudah mengerjakan soal di handphone sebagian soal di aplikasi ini ada di buku pelajaran Pokoknya ini bagus banget yuk donloawd ini😀🙂🙂🙂
Mimin Supriyanto,5,2022-04-30 00:49:19,"Buat àplikasi ini terimàkasih,, sudah mendidik sya,, saya alhamdulillah karena aplikasi ini saya ranking 1 trus dari kls 1 sampai sekarang,, 5 bintang⭐⭐⭐⭐⭐ untuk aplikasi ini,,, tapi mohon maaf iklannya di atur yaa"
Raisa Miftahul janah,5,2022-04-28 03:15:34,Aplikasi nya seru dan bisa membantu banget apa lagi yang lagi sekolah online terus gak paham yang di jelasin Bu guru / pa guru ini ngebantu banget terlebih lagi pelajaran yang di kasih gampang di pahami terus pilihan untuk pembelajaran nya lumayan lengkap pokok nya bagus banget deh aplikasi nya
Indah Fitriani,5,2022-04-17 03:10:30,aplikasi ini bagus banget untuk belajar untuk menambah penegtahuan tapi maaf tolong kuranginmiklan nya jadianya kurang fokus aplikasi ini cocok untuk yangbsedang ulangan atau ujian
Ratna,3,2022-04-15 21:02:02,"Aplikasi ga jelas, kebanyakan iklan, jawabannya nyeleneh. Ada batasan hatinya lagi, ga bisa belajar tenang, soalnya banyak lagi, tapi hatinya hanya 5. Gausah download.👎🏻🙏🏻"
denik triwinayu,5,2022-04-13 10:25:26,"Soal ujian SD bagus ada soal MTK, bahasa indonesia, ipa, bahasa ingris, paket soal, dan ada try outnya juga dan ada bantuannya terus ada game nya dan ada sertfikat nya bisa dicetak lagi tapi kurangi sedikit iklannya ya karna pas lagi nunggu bosan tau 😧😧 tapi game ini masih bagus kok👍👍"
Ambar Wati,5,2022-04-13 08:51:23,Aplikasi ini magus. Saya suka aplikasi ini dan sebab aplikasi ini membuat saya menjadi lebih pintar walau saya belum donlot pas kelas 1 saya tetap naik kelas sampai kelas tiga sekarang saya mau belajar biar saya bisa naik kelas 4 dan mata pelajaran nya lengkap saya jadi suka sama aplikasi ini karna saya suka main hp jadi saya belajar di hp dan aplikasi ini juga ada gem nya jadi gk bosenin dan ada brani out nya jadi saya suka karna ada sertifikat nya juga dan ada ujian nya juga di setiap kelas
Lely Setioningsih,5,2022-04-08 14:01:59,"App nya bermanfaat banget ya,,gak ada yang salah,,dan ada pilihan mata pelajaran yang lengkap,,dan juga ada pilihan kelas 1-6+try out,,,lngsung deh kalian cobain!!!"
Azra Baiduri,5,2022-04-01 07:08:37,"Ini bagus banget, cuman banyak iklan jadi orang banyak mengeluh cara atasi nya cukup dengan kalian masuk ke aplikasi nya jika udah matikan data semoga bermanfaat 😊😊😊😊🤗🤗"
iwan setiawan,5,2022-03-23 05:50:34,"Aplikasi yg bagus sekali, sehingga anak sy semangat untuk belajar. Mohon ditambahkan lg bank soalnya biar lebih beragam"
Melva Batubara,5,2022-03-21 11:39:00,Wah aplikasi belajar nya bagus banget walau pertanyaan nya susah tapi seruh bisa belajar banyak hal moga ada yang untuk smp smk dan kuliah semua kelas ada.
Kangdiskon,5,2022-03-16 08:45:28,Aplikasi nya bagus banget sekalian juga bisa meningkatkan niat anak untuk belajar walau belajar di handphone mereka akan tambah semangat tapi walaupun game ini membuat anak lebih niat belajar jangan lama lama ya bunda takut mata anaknya sakit 😍🤭
Asyifa Rohma,5,2022-03-15 00:02:23,Bagus banget aplikasinya... Kalau bisa di update soalnya....supaya kalau sudah di kerjakan gak cuma soal-soal itu saja.. rekomen banget buat anak ku...
Naila Assyfa,5,2022-03-02 18:02:06,"Bagus banget untuk membantu belajar anak,mengingat di era pandemi pembelajaran kurang maksimal. Gratis lagi...tidak perlu berlangganan Terimakasih untuk pencipta aplikasi ini"
Ju Wita,5,2022-03-01 05:11:06,Wow..... Ini Aplikasi nya bagus sekali semua pasti pintar kara² Aplikasi ini loh kamu harus segera membuka nya Aplikasi nya gak Menyesal ko aku suka Aplikasi ini kita bisa pintar kara² Aplikasi ini adek ku pintar kara² Aplikasi ini kamu yang mau membuka aplikasi ini secepat nya jangan lama² game ini bikin ki seru loh kamu juga bisa pintar Kara² game ini loh 💚
Lenatan Lenatan,5,2022-02-12 15:44:27,Aplikasinya bagus banget udah gitu ada paket soal lagi jadinya kita bisa belajar sebelum ulangan ditambah aplikasi ini gratis pokoknya aplikasi ini bagus banget deh kalian yang download nga bakal nyesel
Agung Bahar,4,2022-02-11 14:37:56,Sementara saya kasih bintang 4 dulu klo sudah coba saya akan kasih bintang 5 . Soalnya saya pernah coba . dulu saya disuruh download apl belajar dan saya akan mencoba lagi . Dulu saya tidak tertarik sekarang tertarik .dah bikin pinter Terimakasih soal ujian SD 😍
luna kurdiyawati,5,2022-02-11 02:57:15,Ujian ya bagus kok bikin ngasah otak ini aku dowload lagi kemaren aku masih kelas 5 SD terus aku udah kelas 6 melanjutkan semester 2 jadi aku belajar terus bisa dapet juara InsyaAllah dan aku dowload game ini bagus banget soal aku jadi banyak dapet 80 dan 100 gitu makasihnya aplikasinya membantu😊💯👌
Diah Pusvita,5,2022-01-20 07:50:26,Bagus!!! Bikin Saya pintarr🍵 hehe;) di game ini kalian bakalan di kasih 5 hati gt nah kalau hatinya udah habis kalian harus nonton iklan untuk lanjut atau kalian ulang lagi dari level awal🍓 Di game ini jg ada game² lainya🌻 yang lebih bagusnya lagi ada buat ngehitung (calculator) atau rumus dll..🌞 pokoknya banyak banget yuk dowload 🌷 . Semangat belajarnya semua!)🍒
Riza Ganteng,5,2022-01-06 13:14:53,Oh oh tidak pernah ada di majalah male Oktober lalu yang tidak pernah tahu aku edit html and yang tidak pernah tahu aku edit html and sad maen di dunia ini adalah hasil dari proses yang terjadi di ff dulu ya gan ke kedeng di dunia ini adalah beberapa tips untuk menghadapi dan menjalani hidup ini indah di dunia ini tidak dapat dipisahkan dengan baik dan benar sesuai dengan baik y ke kedeng yang trendi udah untuk melakukan hal ini akan menjadi lebih mudah untuk dilakukan namun bisa lepas e v ke ar
Athiya Larascetta Azzahra,4,2021-12-22 05:22:10,Apk ini bagus tapi sayang nya iklan nya terlalu banyak Apk ini sangaat cocok untuk anak SD untuk pembelajaran di rumah saat pandemi seperti sekarang semoga apk nya makin bagus dan makin banyak yang memamkai dan untuk belajar
Indrayani Lestari,5,2021-12-21 10:09:27,Terimakasih kk saya jadi semangat belajar Aku kasih bintang 5 karena suara dan tulisan nya gak terlilit lilit Kalo soalnya untuk yang kelas 5 dan 6 Cukup sulit tapi alhamdulilah aku bisa mengerjakanya Terimakasih banyak atas permainan ini ...............................................kalian harus download permainan **Soal Ujian SD** ini karena banyak manfaatnya Maaf nulisnya kebanyakan
Afiqa Afiqa Febri Anggraini,5,2021-12-19 09:04:43,Assalamualaikum wr wb Aplikasi nya sih keren banget buat aku ngerti pelajaran kls 4 kak walaupun aku masih kelas 3 untuk tingkat kan jadi peringkat pertama kurang satu aj lagi✌️
Shifa Dwi,5,2021-12-18 15:34:57,Wah aplikasi ini bagus bisa membuat ku pintar tapi nilai 100 rasa nya pengen punya banyak aku kalo belajar di buku males tapi berkat aplikasi ini aku pengen belajar aku kasih bintang 5 nih aku suka 😍😍😍😍😍
Kadek Yani,5,2021-12-14 00:31:52,Berkat aplikasi ini aku jadi semangat belajar apalagi di era globalisasi ini yang semuanya serba canggih. Dan jadi malas belajar karena hp tapi aku berterimakasih banget buat apk ini karena membuat aku senang dan semangat belajar!!!!!!!!!!!!!!!
Evelin Andini Tambunan,4,2021-12-06 13:18:39,"Bagus sih apk nya,cuman pas kesempatan di gem itu udh sikit malah ngulang lagi saya main gem ini ofline soal nya saya habis kuota tapi saya kesal nya pas saya habis kesempatan ke 5 kali trs di ulng lagi padahal saya udh mau tamat 😐 Tolong di perbaiki nya,,, Oh iy saya kasih bintang 4 dulu kalau udh pas menurut saya baru bintang 5,,"
Masa Si bambang,5,2021-11-23 07:03:35,Aku downlod game ini karna aku ingin pintar biar dapat nilai 100 karna aku belum pernah dapat nilai 100 sebelumnya malah belum pernah dapat nilai 100 makanya aku downlod game ini😂😊😉 sudah gitu aja udah bilang game nya seru malah lihat kebawah😡😡 aku masang emoji ini karna kalian yang baca lihat kebawah sih😓 ya sudah aku selesai komen💬 ....
Putra Ragil,5,2021-11-17 01:29:40,"Waw kayaknya bagus lagi pun semuanya beri rating positif dan beri bintang 5,aku mau coba download supaya aku pintar,dan biar nilai aku bisa sempurna....kalo bener aplikasinya bagus dan bikin pintar kalian wajib download deh....."
The Rempong Family,5,2021-11-12 10:26:52,"Halo, aku kasih game ini bintang 5 karena apk nya bagus banget, adek ku juga suka game ini, game nya juga bisa buat offline, jadi kalau lagi pergi dan gaada data aku bisa mainin game ini"
Jamu 7cellbdk,5,2021-11-08 14:15:57,Aplikasi nya sagat bagus dan aplikasinya juga tidak perluh membayar Tetapi sereng sekali ada ikan jadinya anak saya terganggu Belajarnya Dari kelas 1 sampai kelas 6 sudah tersedia di sini Dan pembelajaran juga bisa di pilih 🤗🧸 Gitu aja dulu intinya anak saya suka sekali terimakasih 🙏🤗🧸💗❤️
Lasam Saputra,5,2021-11-08 04:04:35,Gems nya bagus ada pelajaran aph pun sayah menjadi pintar yuk yang belum dowload sekarang dowload!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! aplikasi nyah seru dan tidak mem bosankan aku kasih bintang 5 karana aplikasi nyah sangat bagus soal ujian sd inihmembuat kalian menjadi pintar
Wati Ariani,5,2021-10-30 07:49:50,aplikasi ini bagus banget!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!! saya suka sekali dengan aplkasi ini saya kelas 4 jadi sejak saya pake aplikasi ini saya jd suka belajar terimakasih y yg sudah bikin aplikasi ini
mikhaela diah,5,2021-10-25 12:09:22,"Apknya bagus banget selain aku bisa belajara di sekolah aku juga bisa pake ni apk buat belajar dirumah dan seru banget cara belajarnya juga sambil bermain jadi makin seru banget...oh ya ngomong ngomong sekarang aku kls 4 sd dan dengan apk ini alhamdulillah setidaknya cukup membantu lah.semangatyh developer semoga ""Soal Ujian SD"" kedepanya jadi makin bagus dan makin banyak soalnya hehehe soalnya aku suka semua soalnya semangat 😊😊😊"
Wonosari Gunungkidul,5,2021-10-19 05:39:28,Bagus..................! Alhamdulilah...... Saya dilla kelas 3A saya udah bisa matematika .......alhamdulilah juga saya nilainya lumayan...... Walaupun nggak ada rumusnya saya kan bisa jarimatika di ahe wonosari jadi aku kasih bintang 5.❤
Erlina Zahra,5,2021-10-12 13:59:28,Asalamualaikum nama saya lisa saya kelas tiga saya suka dengan aplikasi ini karena mendidik dan sebenarnya agak susah yang paling mudah menurut saya bahasa Indonesia sudah dulu ya asalamualaikum☺️
DEVI OFFICIAL,5,2021-10-06 11:28:07,Assalamu'alaikum hai nama saya devi aku suka banget apk ini karena bisa membuat saya bisa dapet nilai 100 pada setiap ujian saya pun mendapat kan biasiswa setelah lulus SD makasih ya untuk yang membuat apk ini
Resmini Sabirin,3,2021-09-29 11:06:30,"Hallo guys gw kelas 6 Pengalaman gw tentang apl ini: Mayan buat latihan ujian.....kl lagi gabuz juga bisa dipake permainan😍😍 Buat kalian yang ragu"" instal.......percaya deh sama gw gak bakalan nyesel kl nginstal Soal Ujian SD ini bisa untuk latihan kan bentar lagi mau tatap muka abis itu kl udah lulus SD gw ganti deh soal ujian SMP Ok, tuh aja yah"
Sava Mala Ul Husna,5,2021-09-28 11:44:41,"Aplikasi nya bagus banget bisa didik anak buat latihan ujian , bisa pilih kelas juga , dan nanti nilai nya langsung di cantum. Cocok banget nih buat anak yang mau belajar ujian tapi males mbaca dan nulis mending dowload aplikasi ini aja deh , mb nya murah lagi."
Alifia Fakhisa,4,2021-09-22 08:07:44,"Bagus banget aku suka banget sama soal - soalnya mengasah pikiran siswa,, aku kasih bintang 4 soalnya sayang banget nggak ada cara cara nya padahal bagus tapi kalau ada cara rumus rumus untuk menghitung soal matematika lebih bagus lagi!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!😅😆😄🤗"
Suswanto Widodo,5,2021-09-21 14:12:01,Aplikasi ini bagus banget..........kalian buruan download....pasti kalian tidak kesulitan belajar ataupun males nulis.....download aja aplikasi CERDAS CERMAT SD......
theresia feronamora S,5,2021-09-18 02:41:14,Apk nya bagus bgt soalnya kita bisa belajar sambil bermain Disitu juga ada mode untuk main game loh ini seru bgt sih apk ini klo menurut ku bagus untuk anak anak di bawah umur yg sedang ingin belajar matimatika yg mau pintar semangat ya kalian pasti bisa deh....
Sabar ran,5,2021-09-14 10:46:49,Assalamu'alaikum.. Saya hanya bisa bilang Kalo app ini itu bagus sekali. Saya sekarang memang sudah kelas 5 tetapi seperti waktu kecil aku memainkan app ini dan app ini sangat indah.. Oke hanya segitu aja ya ulasan saya Dada.
Nanang Chandra Official,5,2021-09-13 01:09:31,"Serial Kuis Cerdas Cermat SD adalah sebuah aplikasi pendidikan yang berisi kumpulan soal-soal anak sekolah dasar. Dengan aplikasi ini siswa dapat berlatih mengerjakan soal-soal baik untuk persiapan ujian sekolah maupun ujian nasional atau UNAS. Aplikasi ini dilengkapi dengan permainan interaktif yang menarik sehingga anak-anak dapat belajar dengan cara yang menyenangkan. Semua soal telah dibuat oleh Tim Relawan Guru SD di Solite Kids yang di sesuaikan dengan kurikulum yang ada di BSE Saya suka,"
Raniazra Zhivara Mulia,5,2021-09-10 00:45:20,Aplikasinya bagus banget bisa mengasah otak dan aku belajar IPA KELAS 4 aku bener semua dan gambarnya lucu lucu ada kalkulator lagi
Aan Krisnawati,5,2021-09-01 04:07:39,Game ny bagus dan ini tuh aplikasi yang cocok buat anak anak jadi anak itu bakal sering belajar dibanding main game lain Selain game nya yang bagus soal belajar nya juga sangat bagus Karna semua soal yang ada di game ini pasti akanada di soal ujian anak SD Terus ini itu pasbanget karna ada soal ujian nasional ny Jadi jangan lupa belajar yah teman teman bye
mutiara ilmu,5,2021-08-26 12:45:53,"Game nya bagus ada permainan dan soal soal,ujian sd aku sangat suka game Ini karna aku di beri tugas ga mikir lama lagi dan juga sangat mudah diingat terimakasih pembuat aplikasi ini sudah mempintar kan aku"
Dyah Novitasari,5,2021-08-13 11:30:22,Alhamdulillah menemukan aplikasi belajar yang tepat untuk anakku.. 😉😉 materi sama.. belajar sekarang lebih menyenangkan dan gak buat jenuh.. rekomended bgt....
Hari Yadi,5,2021-08-10 14:03:42,"Wahhhh!!!!!ini cocok untuk anak kelas 6 yang sedang mendekati ujian dan mudah dimengerti soalnya,jadi untuk ujian esok nanti lebih mudah mempelajari soalnya sukses selalu deplover semoga apk nya tambah berkembang jadi tambah bagus lagi.terima kasih😸🙋"
Zulfa kho Afifah,5,2021-08-09 07:56:35,"Sangat bagus buat adik adik saya yg sedang belajar dirumah, bagus kalian wajib donwlod pasti yg dah donwlod aplikasi solid kids bisa menyenangkan!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
eviRIANti rianti,5,2021-08-07 00:29:28,"Aplikasi ini keren banget karena ada geme nya ada latihan soal ada soal buat ujian bagus deh keren dan ada permainan yang cute abis bisa main basket sepak bola dll. dan semua itu melatih fokus dan kita bisa bikin sertifikat boongan sesuai nilai kita belar ada bhs indo bhs ingris ppkn belajaran olahraga dan ilmu alam ilmu sosial dan agama islam, banyak cepetan dowload👍🏻😉👍🏻"
Yatmi New,5,2021-07-22 06:58:15,"Wah apl nya membatu sekali, anak saya suka sekali dengan apl ini, ngk bayar lg, then you, soal ujian SD, ada levelnya lg, trs ada game nya lg, pilihan pembelajaran ny jg bnyk, kls nya adA 1 sam 6, pokok ny debes deh apk ny, anak saya sekarang tambah pinter lg, sebab dibantu olh apl ini, ada temen ny yg nanya km kok sekarang tambah pinter sih, trs aq ngomong kalo aku pake apl soal ujian sd, buruan deh km download di apl play store atau apk store ya, terimakasih soal ujian sd , terimakasih trmakas"
Kadiran,5,2021-07-17 02:21:54,"Aplikasi belajar ini bagus banget ,cuman aku ngak bisa nemuin lembar prestasi . Tapi ada sertifikat yang bisa dicetak disini,di try out nya , ada paket soal yang bisa diunduh juga, ada rumus² sama kalkulator kalo butuh bantuan , sama alat menambah bantuannya . Tapi banyak iklanya"
